protein_a,protein_b,similarity_bf,similarity_cc,similarity_mf,similarity_avg
YLR288C,YLR150W,0.334,0.572,0.598,0.5013333333333333
YLR288C,YLR150W,0.334,0.572,0.598,0.5013333333333333
YLR288C,YLR151C,0.333,0.593,0.347,0.4243333333333333
YLR288C,YLR151C,0.333,0.593,0.347,0.4243333333333333
YLR288C,YLR163C,0.362,0.456,0.333,0.38366666666666666
YLR288C,YLR163C,0.362,0.456,0.333,0.38366666666666666
YLR288C,YLR164W,0.345,0.533,0.447,0.44166666666666665
YLR288C,YLR164W,0.345,0.533,0.447,0.44166666666666665
YLR288C,YLR119W,0.443,0.484,0.351,0.426
YLR288C,YLR119W,0.443,0.484,0.351,0.426
YLR288C,YLR120C,0.346,0.332,0.16,0.2793333333333333
YLR288C,YLR120C,0.346,0.332,0.16,0.2793333333333333
YLR288C,YLR128W,0.424,0.39,0.493,0.43566666666666665
YLR288C,YLR128W,0.424,0.39,0.493,0.43566666666666665
YLR288C,YLR129W,0.346,0.685,0.659,0.5633333333333334
YLR288C,YLR129W,0.346,0.685,0.659,0.5633333333333334
YLR288C,YLR130C,0.261,0.557,0.192,0.33666666666666667
YLR288C,YLR130C,0.261,0.557,0.192,0.33666666666666667
YLR288C,YLR131C,0.667,0.61,0.638,0.6383333333333333
YLR288C,YLR131C,0.667,0.61,0.638,0.6383333333333333
YLR288C,YLR132C,0.345,0.657,0.197,0.39966666666666667
YLR288C,YLR132C,0.345,0.657,0.197,0.39966666666666667
YLR288C,YLR135W,0.851,0.891,0.556,0.766
YLR288C,YLR135W,0.851,0.891,0.556,0.766
YLR288C,YLR166C,0.314,0.416,0.45,0.3933333333333333
YLR288C,YLR166C,0.314,0.416,0.45,0.3933333333333333
YLR288C,YLR253W,0.358,0.565,0.521,0.48133333333333334
YLR288C,YLR253W,0.358,0.565,0.521,0.48133333333333334
YLR288C,YLR254C,0.435,0.631,0.382,0.48266666666666663
YLR288C,YLR254C,0.435,0.631,0.382,0.48266666666666663
YLR288C,YLR258W,0.386,0.409,0.272,0.35566666666666663
YLR288C,YLR258W,0.386,0.409,0.272,0.35566666666666663
YLR288C,YLR259C,0.412,0.66,0.583,0.5516666666666666
YLR288C,YLR259C,0.412,0.66,0.583,0.5516666666666666
YLR288C,YLR260W,0.36,0.577,0.337,0.4246666666666667
YLR288C,YLR260W,0.36,0.577,0.337,0.4246666666666667
YLR288C,YLR284C,0.279,0.573,0.25,0.3673333333333333
YLR288C,YLR284C,0.279,0.573,0.25,0.3673333333333333
YLR288C,YLR286C,0.444,0.378,0.287,0.36966666666666664
YLR288C,YLR286C,0.444,0.378,0.287,0.36966666666666664
YLR288C,YLR288C,1,1,1,1
YLR288C,YLR288C,1,1,1,1
YLR288C,YLR289W,0.338,0.668,0.497,0.501
YLR288C,YLR289W,0.338,0.668,0.497,0.501
YLR288C,YLR291C,0.447,0.467,0.498,0.4706666666666666
YLR288C,YLR291C,0.447,0.467,0.498,0.4706666666666666
YLR288C,YLR292C,0.256,0.507,0.258,0.3403333333333333
YLR288C,YLR292C,0.256,0.507,0.258,0.3403333333333333
YLR288C,YLR293C,0.394,0.815,0.38,0.5296666666666666
YLR288C,YLR293C,0.394,0.815,0.38,0.5296666666666666
YLR288C,YLR294C,0.368,0.366,0.092,0.2753333333333333
YLR288C,YLR294C,0.368,0.366,0.092,0.2753333333333333
YLR289W,YLR289W,1,1,1,1
YLR289W,YLR289W,1,1,1,1
YLR289W,YLR291C,0.532,0.685,0.485,0.5673333333333334
YLR289W,YLR291C,0.532,0.685,0.485,0.5673333333333334
YLR289W,YLR292C,0.203,0.518,0.242,0.321
YLR289W,YLR292C,0.203,0.518,0.242,0.321
YLR289W,YLR293C,0.167,0.608,0.318,0.36433333333333334
YLR289W,YLR293C,0.167,0.608,0.318,0.36433333333333334
YLR289W,YLR294C,0.263,0.414,0.1,0.259
YLR289W,YLR294C,0.263,0.414,0.1,0.259
YLR289W,YLR233C,0.404,0.624,0.517,0.515
YLR289W,YLR233C,0.404,0.624,0.517,0.515
YLR289W,YLR234W,0.358,0.646,0.292,0.432
YLR289W,YLR234W,0.358,0.646,0.292,0.432
YLR289W,YLR262C,0.108,0.598,0.279,0.3283333333333333
YLR289W,YLR262C,0.108,0.598,0.279,0.3283333333333333
YLR289W,YLR264W,0.496,0.737,0.84,0.691
YLR289W,YLR264W,0.496,0.737,0.84,0.691
YLR289W,YLR265C,0.373,0.611,0.433,0.4723333333333333
YLR289W,YLR265C,0.373,0.611,0.433,0.4723333333333333
YLR289W,YLR268W,0.16,0.602,0.418,0.3933333333333333
YLR289W,YLR268W,0.16,0.602,0.418,0.3933333333333333
YLR289W,YLR270W,0.337,0.657,0.545,0.513
YLR289W,YLR270W,0.337,0.657,0.545,0.513
YLR289W,YLR272C,0.281,0.571,0.557,0.4696666666666667
YLR289W,YLR272C,0.281,0.571,0.557,0.4696666666666667
YLR289W,YLR273C,0.318,0.473,0.14,0.3103333333333333
YLR289W,YLR273C,0.318,0.473,0.14,0.3103333333333333
YLR289W,YLR210W,0.267,0.563,0.329,0.38633333333333336
YLR289W,YLR210W,0.267,0.563,0.329,0.38633333333333336
YLR289W,YLR212C,0.209,0.631,0.403,0.4143333333333333
YLR289W,YLR212C,0.209,0.631,0.403,0.4143333333333333
YLR289W,YLR213C,0.343,0.228,0.203,0.258
YLR289W,YLR213C,0.343,0.228,0.203,0.258
YLR289W,YLR238W,0.35,0.555,0.129,0.3446666666666667
YLR289W,YLR238W,0.35,0.555,0.129,0.3446666666666667
YLR289W,YLR239C,0.407,0.585,0.196,0.39599999999999996
YLR289W,YLR239C,0.407,0.585,0.196,0.39599999999999996
YLR289W,YLR240W,0.281,0.537,0.246,0.3546666666666667
YLR289W,YLR240W,0.281,0.537,0.246,0.3546666666666667
YLR289W,YLR242C,0.467,0.494,0.235,0.3986666666666667
YLR289W,YLR242C,0.467,0.494,0.235,0.3986666666666667
YLR289W,YLR243W,0.434,0.547,0.401,0.4606666666666667
YLR289W,YLR243W,0.434,0.547,0.401,0.4606666666666667
YLR289W,YLR244C,0.5,0.514,0.414,0.476
YLR289W,YLR244C,0.5,0.514,0.414,0.476
YLR289W,YLR246W,0.468,0.601,0.327,0.4653333333333333
YLR289W,YLR246W,0.468,0.601,0.327,0.4653333333333333
YLR289W,YLR247C,0.52,0.466,0.241,0.409
YLR289W,YLR247C,0.52,0.466,0.241,0.409
YLR289W,YLR248W,0.275,0.584,0.339,0.3993333333333333
YLR289W,YLR248W,0.275,0.584,0.339,0.3993333333333333
YLR289W,YLR249W,0.573,0.743,0.511,0.609
YLR289W,YLR249W,0.573,0.743,0.511,0.609
YLR289W,YLR250W,0.073,0.637,0.407,0.37233333333333335
YLR289W,YLR250W,0.073,0.637,0.407,0.37233333333333335
YLR289W,YLR251W,0.204,0.548,0.158,0.30333333333333334
YLR289W,YLR251W,0.204,0.548,0.158,0.30333333333333334
YLR289W,YLR189C,0.294,0.618,0.182,0.36466666666666664
YLR289W,YLR189C,0.294,0.618,0.182,0.36466666666666664
YLR289W,YLR190W,0.232,0.578,0.385,0.39833333333333326
YLR289W,YLR190W,0.232,0.578,0.385,0.39833333333333326
YLR289W,YLR214W,0.141,0.522,0.223,0.29533333333333334
YLR289W,YLR214W,0.141,0.522,0.223,0.29533333333333334
YLR289W,YLR215C,0.312,0.61,0.463,0.46166666666666667
YLR289W,YLR215C,0.312,0.61,0.463,0.46166666666666667
YLR289W,YLR218C,0.302,0.659,0.311,0.424
YLR289W,YLR218C,0.302,0.659,0.311,0.424
YLR289W,YLR221C,0.382,0.661,0.593,0.5453333333333333
YLR289W,YLR221C,0.382,0.661,0.593,0.5453333333333333
YLR289W,YLR223C,0.397,0.613,0.467,0.49233333333333335
YLR289W,YLR223C,0.397,0.613,0.467,0.49233333333333335
YLR289W,YLR224W,0.547,0.443,0.377,0.45566666666666666
YLR289W,YLR224W,0.547,0.443,0.377,0.45566666666666666
YLR289W,YLR226W,0.39,0.563,0.278,0.41033333333333327
YLR289W,YLR226W,0.39,0.563,0.278,0.41033333333333327
YLR289W,YLR227C,0.19,0.542,0.512,0.4146666666666667
YLR289W,YLR227C,0.19,0.542,0.512,0.4146666666666667
YLR289W,YLR229C,0.201,0.61,0.327,0.3793333333333333
YLR289W,YLR229C,0.201,0.61,0.327,0.3793333333333333
YLR289W,YLR230W,0.459,0.461,0.251,0.39033333333333337
YLR289W,YLR230W,0.459,0.461,0.251,0.39033333333333337
YLR289W,YLR167W,0.527,0.731,0.84,0.6993333333333333
YLR289W,YLR167W,0.527,0.731,0.84,0.6993333333333333
YLR289W,YLR168C,0.329,0.624,0.128,0.36033333333333334
YLR289W,YLR168C,0.329,0.624,0.128,0.36033333333333334
YLR289W,YLR191W,0.303,0.467,0.372,0.38066666666666665
YLR289W,YLR191W,0.303,0.467,0.372,0.38066666666666665
YLR289W,YLR192C,0.656,0.714,0.66,0.6766666666666667
YLR289W,YLR192C,0.656,0.714,0.66,0.6766666666666667
YLR289W,YLR193C,0.263,0.621,0.151,0.345
YLR289W,YLR193C,0.263,0.621,0.151,0.345
YLR289W,YLR196W,0.363,0.565,0.679,0.5356666666666666
YLR289W,YLR196W,0.363,0.565,0.679,0.5356666666666666
YLR289W,YLR197W,0.388,0.578,0.679,0.5483333333333333
YLR289W,YLR197W,0.388,0.578,0.679,0.5483333333333333
YLR289W,YLR198C,0.389,0.56,0.785,0.578
YLR289W,YLR198C,0.389,0.56,0.785,0.578
YLR289W,YLR199C,0.416,0.603,0.125,0.3813333333333333
YLR289W,YLR199C,0.416,0.603,0.125,0.3813333333333333
YLR289W,YLR200W,0.285,0.197,0.339,0.27366666666666667
YLR289W,YLR200W,0.285,0.197,0.339,0.27366666666666667
YLR289W,YLR203C,0.426,0.472,0.224,0.37399999999999994
YLR289W,YLR203C,0.426,0.472,0.224,0.37399999999999994
YLR289W,YLR206W,0.176,0.597,0.305,0.3593333333333333
YLR289W,YLR206W,0.176,0.597,0.305,0.3593333333333333
YLR289W,YLR207W,0.247,0.532,0.377,0.38533333333333336
YLR289W,YLR207W,0.247,0.532,0.377,0.38533333333333336
YLR289W,YLR208W,0.203,0.538,0.486,0.40900000000000003
YLR289W,YLR208W,0.203,0.538,0.486,0.40900000000000003
YLR289W,YLR170C,0.111,0.51,0.33,0.317
YLR289W,YLR170C,0.111,0.51,0.33,0.317
YLR289W,YLR174W,0.393,0.805,0.322,0.5066666666666667
YLR289W,YLR174W,0.393,0.805,0.322,0.5066666666666667
YLR289W,YLR175W,0.366,0.572,0.694,0.5439999999999999
YLR289W,YLR175W,0.366,0.572,0.694,0.5439999999999999
YLR289W,YLR176C,0.366,0.443,0.324,0.37766666666666665
YLR289W,YLR176C,0.366,0.443,0.324,0.37766666666666665
YLR289W,YLR178C,0.389,0.657,0.122,0.38933333333333336
YLR289W,YLR178C,0.389,0.657,0.122,0.38933333333333336
YLR289W,YLR179C,0.775,0.863,1,0.8793333333333333
YLR289W,YLR179C,0.775,0.863,1,0.8793333333333333
YLR289W,YLR180W,0.429,0.888,0.327,0.5479999999999999
YLR289W,YLR180W,0.429,0.888,0.327,0.5479999999999999
YLR289W,YLR181C,0.213,0.549,0.17,0.3106666666666667
YLR289W,YLR181C,0.213,0.549,0.17,0.3106666666666667
YLR289W,YLR182W,0.301,0.517,0.215,0.3443333333333334
YLR289W,YLR182W,0.301,0.517,0.215,0.3443333333333334
YLR289W,YLR183C,0.355,0.528,0.258,0.38033333333333336
YLR289W,YLR183C,0.355,0.528,0.258,0.38033333333333336
YLR289W,YLR185W,0.582,0.745,0.848,0.725
YLR289W,YLR185W,0.582,0.745,0.848,0.725
YLR289W,YLR186W,0.33,0.568,0.569,0.48899999999999993
YLR289W,YLR186W,0.33,0.568,0.569,0.48899999999999993
YLR289W,YLR188W,0.122,0.737,0.225,0.36133333333333334
YLR289W,YLR188W,0.122,0.737,0.225,0.36133333333333334
YLR289W,YLR141W,0.491,0.559,0.39,0.48
YLR289W,YLR141W,0.491,0.559,0.39,0.48
YLR289W,YLR144C,0.353,0.448,0.151,0.3173333333333333
YLR289W,YLR144C,0.353,0.448,0.151,0.3173333333333333
YLR289W,YLR145W,0.443,0.544,0.512,0.4996666666666667
YLR289W,YLR145W,0.443,0.544,0.512,0.4996666666666667
YLR289W,YLR147C,0.321,0.637,0.658,0.5386666666666667
YLR289W,YLR147C,0.321,0.637,0.658,0.5386666666666667
YLR289W,YLR148W,0.163,0.577,0.378,0.37266666666666665
YLR289W,YLR148W,0.163,0.577,0.378,0.37266666666666665
YLR289W,YLR150W,0.521,0.779,0.863,0.7210000000000001
YLR289W,YLR150W,0.521,0.779,0.863,0.7210000000000001
YLR289W,YLR151C,0.365,0.846,0.22,0.4769999999999999
YLR289W,YLR151C,0.365,0.846,0.22,0.4769999999999999
YLR289W,YLR163C,0.324,0.531,0.261,0.37200000000000005
YLR289W,YLR163C,0.324,0.531,0.261,0.37200000000000005
YLR289W,YLR164W,0.379,0.61,0.342,0.44366666666666665
YLR289W,YLR164W,0.379,0.61,0.342,0.44366666666666665
YLR289W,YLR119W,0.212,0.575,0.343,0.37666666666666665
YLR289W,YLR119W,0.212,0.575,0.343,0.37666666666666665
YLR289W,YLR120C,0.414,0.377,0.143,0.3113333333333333
YLR289W,YLR120C,0.414,0.377,0.143,0.3113333333333333
YLR289W,YLR128W,0.591,0.433,0.321,0.4483333333333333
YLR289W,YLR128W,0.591,0.433,0.321,0.4483333333333333
YLR289W,YLR129W,0.322,0.567,0.878,0.589
YLR289W,YLR129W,0.322,0.567,0.878,0.589
YLR289W,YLR130C,0.1,0.585,0.176,0.287
YLR289W,YLR130C,0.1,0.585,0.176,0.287
YLR289W,YLR131C,0.296,0.462,0.422,0.3933333333333333
YLR289W,YLR131C,0.296,0.462,0.422,0.3933333333333333
YLR289W,YLR132C,0.432,0.678,0.174,0.428
YLR289W,YLR132C,0.432,0.678,0.174,0.428
YLR289W,YLR135W,0.332,0.624,0.296,0.41733333333333333
YLR289W,YLR135W,0.332,0.624,0.296,0.41733333333333333
YLR289W,YLR166C,0.139,0.558,0.263,0.32
YLR289W,YLR166C,0.139,0.558,0.263,0.32
YLR289W,YLR253W,0.383,0.66,0.299,0.44733333333333336
YLR289W,YLR253W,0.383,0.66,0.299,0.44733333333333336
YLR289W,YLR254C,0.19,0.646,0.263,0.3663333333333334
YLR289W,YLR254C,0.19,0.646,0.263,0.3663333333333334
YLR289W,YLR258W,0.428,0.703,0.211,0.44733333333333336
YLR289W,YLR258W,0.428,0.703,0.211,0.44733333333333336
YLR289W,YLR259C,0.209,0.768,0.327,0.4346666666666667
YLR289W,YLR259C,0.209,0.768,0.327,0.4346666666666667
YLR289W,YLR260W,0.422,0.588,0.203,0.4043333333333334
YLR289W,YLR260W,0.422,0.588,0.203,0.4043333333333334
YLR289W,YLR284C,0.323,0.606,0.252,0.39366666666666666
YLR289W,YLR284C,0.323,0.606,0.252,0.39366666666666666
YLR289W,YLR286C,0.301,0.432,0.226,0.31966666666666665
YLR289W,YLR286C,0.301,0.432,0.226,0.31966666666666665
YLR289W,YLR288C,0.338,0.668,0.497,0.501
YLR289W,YLR288C,0.338,0.668,0.497,0.501
YLR289W,YLR289W,1,1,1,1
YLR289W,YLR289W,1,1,1,1
YLR289W,YLR291C,0.532,0.685,0.485,0.5673333333333334
YLR289W,YLR291C,0.532,0.685,0.485,0.5673333333333334
YLR289W,YLR292C,0.203,0.518,0.242,0.321
YLR289W,YLR292C,0.203,0.518,0.242,0.321
YLR289W,YLR293C,0.167,0.608,0.318,0.36433333333333334
YLR289W,YLR293C,0.167,0.608,0.318,0.36433333333333334
YLR289W,YLR294C,0.263,0.414,0.1,0.259
YLR289W,YLR294C,0.263,0.414,0.1,0.259
YLR291C,YLR291C,1,1,1,1
YLR291C,YLR291C,1,1,1,1
YLR291C,YLR292C,0.326,0.559,0.529,0.4713333333333334
YLR291C,YLR292C,0.326,0.559,0.529,0.4713333333333334
YLR291C,YLR293C,0.462,0.418,0.699,0.5263333333333333
YLR291C,YLR293C,0.462,0.418,0.699,0.5263333333333333
YLR291C,YLR294C,0.27,0.432,0.117,0.27299999999999996
YLR291C,YLR294C,0.27,0.432,0.117,0.27299999999999996
YLR291C,YLR233C,0.497,0.577,0.492,0.5219999999999999
YLR291C,YLR233C,0.497,0.577,0.492,0.5219999999999999
YLR291C,YLR234W,0.429,0.535,0.417,0.4603333333333333
YLR291C,YLR234W,0.429,0.535,0.417,0.4603333333333333
YLR291C,YLR262C,0.488,0.669,0.694,0.617
YLR291C,YLR262C,0.488,0.669,0.694,0.617
YLR291C,YLR264W,0.536,0.602,0.665,0.601
YLR291C,YLR264W,0.536,0.602,0.665,0.601
YLR291C,YLR265C,0.41,0.473,0.517,0.4666666666666666
YLR291C,YLR265C,0.41,0.473,0.517,0.4666666666666666
YLR291C,YLR268W,0.437,0.607,0.65,0.56466666666666665
YLR291C,YLR268W,0.437,0.607,0.65,0.56466666666666665
YLR291C,YLR270W,0.485,0.634,0.516,0.545
YLR291C,YLR270W,0.485,0.634,0.516,0.545
YLR291C,YLR272C,0.339,0.478,0.621,0.47933333333333333
YLR291C,YLR272C,0.339,0.478,0.621,0.47933333333333333
YLR291C,YLR273C,0.475,0.595,0.301,0.4569999999999999
YLR291C,YLR273C,0.475,0.595,0.301,0.4569999999999999
YLR291C,YLR210W,0.452,0.497,0.559,0.5026666666666667
YLR291C,YLR210W,0.452,0.497,0.559,0.5026666666666667
YLR291C,YLR212C,0.382,0.538,0.518,0.4793333333333334
YLR291C,YLR212C,0.382,0.538,0.518,0.4793333333333334
YLR291C,YLR213C,0.357,0.28,0.254,0.297
YLR291C,YLR213C,0.357,0.28,0.254,0.297
YLR291C,YLR238W,0.463,0.566,0.169,0.3993333333333333
YLR291C,YLR238W,0.463,0.566,0.169,0.3993333333333333
YLR291C,YLR239C,0.455,0.631,0.277,0.4543333333333333
YLR291C,YLR239C,0.455,0.631,0.277,0.4543333333333333
YLR291C,YLR240W,0.497,0.589,0.385,0.4903333333333333
YLR291C,YLR240W,0.497,0.589,0.385,0.4903333333333333
YLR291C,YLR242C,0.514,0.413,0.312,0.41300000000000003
YLR291C,YLR242C,0.514,0.413,0.312,0.41300000000000003
YLR291C,YLR243W,0.442,0.47,0.519,0.47700000000000004
YLR291C,YLR243W,0.442,0.47,0.519,0.47700000000000004
YLR291C,YLR244C,0.375,0.65,0.521,0.5153333333333333
YLR291C,YLR244C,0.375,0.65,0.521,0.5153333333333333
YLR291C,YLR246W,0.432,0.71,0.315,0.48566666666666664
YLR291C,YLR246W,0.432,0.71,0.315,0.48566666666666664
YLR291C,YLR247C,0.483,0.546,0.371,0.4666666666666666
YLR291C,YLR247C,0.483,0.546,0.371,0.4666666666666666
YLR291C,YLR248W,0.511,0.565,0.503,0.5263333333333334
YLR291C,YLR248W,0.511,0.565,0.503,0.5263333333333334
YLR291C,YLR249W,0.776,0.802,0.519,0.699
YLR291C,YLR249W,0.776,0.802,0.519,0.699
YLR291C,YLR250W,0.227,0.627,0.764,0.5393333333333333
YLR291C,YLR250W,0.227,0.627,0.764,0.5393333333333333
YLR291C,YLR251W,0.156,0.514,0.205,0.2916666666666667
YLR291C,YLR251W,0.156,0.514,0.205,0.2916666666666667
YLR291C,YLR189C,0.511,0.653,0.365,0.5096666666666667
YLR291C,YLR189C,0.511,0.653,0.365,0.5096666666666667
YLR291C,YLR190W,0.373,0.583,0.539,0.49833333333333335
YLR291C,YLR190W,0.373,0.583,0.539,0.49833333333333335
YLR291C,YLR214W,0.317,0.469,0.298,0.36133333333333334
YLR291C,YLR214W,0.317,0.469,0.298,0.36133333333333334
YLR291C,YLR215C,0.479,0.836,0.593,0.636
YLR291C,YLR215C,0.479,0.836,0.593,0.636
YLR291C,YLR218C,0.417,0.539,0.4,0.45199999999999996
YLR291C,YLR218C,0.417,0.539,0.4,0.45199999999999996
YLR291C,YLR221C,0.498,0.533,0.467,0.4993333333333334
YLR291C,YLR221C,0.498,0.533,0.467,0.4993333333333334
YLR291C,YLR223C,0.57,0.589,0.496,0.5516666666666666
YLR291C,YLR223C,0.57,0.589,0.496,0.5516666666666666
YLR291C,YLR224W,0.463,0.457,0.551,0.49033333333333334
YLR291C,YLR224W,0.463,0.457,0.551,0.49033333333333334
YLR291C,YLR226W,0.507,0.542,0.426,0.49166666666666664
YLR291C,YLR226W,0.507,0.542,0.426,0.49166666666666664
YLR291C,YLR227C,0.263,0.402,0.336,0.3336666666666667
YLR291C,YLR227C,0.263,0.402,0.336,0.3336666666666667
YLR291C,YLR229C,0.408,0.553,0.696,0.5523333333333333
YLR291C,YLR229C,0.408,0.553,0.696,0.5523333333333333
YLR291C,YLR230W,0.354,0.435,0.236,0.3416666666666666
YLR291C,YLR230W,0.354,0.435,0.236,0.3416666666666666
YLR291C,YLR167W,0.547,0.601,0.665,0.6043333333333334
YLR291C,YLR167W,0.547,0.601,0.665,0.6043333333333334
YLR291C,YLR168C,0.385,0.525,0.155,0.355
YLR291C,YLR168C,0.385,0.525,0.155,0.355
YLR291C,YLR191W,0.331,0.522,0.592,0.48166666666666663
YLR291C,YLR191W,0.331,0.522,0.592,0.48166666666666663
YLR291C,YLR192C,0.639,0.883,0.619,0.7136666666666667
YLR291C,YLR192C,0.639,0.883,0.619,0.7136666666666667
YLR291C,YLR193C,0.376,0.521,0.179,0.3586666666666667
YLR291C,YLR193C,0.376,0.521,0.179,0.3586666666666667
YLR291C,YLR196W,0.399,0.575,0.495,0.48966666666666664
YLR291C,YLR196W,0.399,0.575,0.495,0.48966666666666664
YLR291C,YLR197W,0.272,0.575,0.495,0.44733333333333336
YLR291C,YLR197W,0.272,0.575,0.495,0.44733333333333336
YLR291C,YLR198C,0.345,0.577,0.785,0.569
YLR291C,YLR198C,0.345,0.577,0.785,0.569
YLR291C,YLR199C,0.286,0.683,0.162,0.377
YLR291C,YLR199C,0.286,0.683,0.162,0.377
YLR291C,YLR200W,0.426,0.455,0.568,0.48299999999999993
YLR291C,YLR200W,0.426,0.455,0.568,0.48299999999999993
YLR291C,YLR203C,0.449,0.416,0.391,0.4186666666666667
YLR291C,YLR203C,0.449,0.416,0.391,0.4186666666666667
YLR291C,YLR206W,0.315,0.583,0.553,0.4836666666666667
YLR291C,YLR206W,0.315,0.583,0.553,0.4836666666666667
YLR291C,YLR207W,0.311,0.562,0.611,0.49466666666666664
YLR291C,YLR207W,0.311,0.562,0.611,0.49466666666666664
YLR291C,YLR208W,0.445,0.526,0.371,0.44733333333333336
YLR291C,YLR208W,0.445,0.526,0.371,0.44733333333333336
YLR291C,YLR170C,0.276,0.548,0.557,0.46033333333333343
YLR291C,YLR170C,0.276,0.548,0.557,0.46033333333333343
YLR291C,YLR174W,0.43,0.708,0.456,0.5313333333333333
YLR291C,YLR174W,0.43,0.708,0.456,0.5313333333333333
YLR291C,YLR175W,0.286,0.581,0.516,0.461
YLR291C,YLR175W,0.286,0.581,0.516,0.461
YLR291C,YLR176C,0.575,0.448,0.493,0.5053333333333333
YLR291C,YLR176C,0.575,0.448,0.493,0.5053333333333333
YLR291C,YLR178C,0.412,0.481,0.234,0.37566666666666665
YLR291C,YLR178C,0.412,0.481,0.234,0.37566666666666665
YLR291C,YLR179C,0.615,0.533,0.34,0.49600000000000005
YLR291C,YLR179C,0.615,0.533,0.34,0.49600000000000005
YLR291C,YLR180W,0.499,1,0.481,0.66
YLR291C,YLR180W,0.499,1,0.481,0.66
YLR291C,YLR181C,0.416,0.52,0.399,0.445
YLR291C,YLR181C,0.416,0.52,0.399,0.445
YLR291C,YLR182W,0.525,0.562,0.444,0.5103333333333334
YLR291C,YLR182W,0.525,0.562,0.444,0.5103333333333334
YLR291C,YLR183C,0.529,0.538,0.401,0.4893333333333334
YLR291C,YLR183C,0.529,0.538,0.401,0.4893333333333334
YLR291C,YLR185W,0.447,0.598,0.656,0.5670000000000001
YLR291C,YLR185W,0.447,0.598,0.656,0.5670000000000001
YLR291C,YLR186W,0.297,0.533,0.447,0.4256666666666667
YLR291C,YLR186W,0.297,0.533,0.447,0.4256666666666667
YLR291C,YLR188W,0.254,0.693,0.328,0.425
YLR291C,YLR188W,0.254,0.693,0.328,0.425
YLR291C,YLR141W,0.452,0.435,0.486,0.45766666666666667
YLR291C,YLR141W,0.452,0.435,0.486,0.45766666666666667
YLR291C,YLR144C,0.315,0.44,0.181,0.312
YLR291C,YLR144C,0.315,0.44,0.181,0.312
YLR291C,YLR145W,0.299,0.568,0.582,0.48299999999999993
YLR291C,YLR145W,0.299,0.568,0.582,0.48299999999999993
YLR291C,YLR147C,0.322,0.628,0.471,0.4736666666666666
YLR291C,YLR147C,0.322,0.628,0.471,0.4736666666666666
YLR291C,YLR148W,0.489,0.662,0.624,0.5916666666666667
YLR291C,YLR148W,0.489,0.662,0.624,0.5916666666666667
YLR291C,YLR150W,0.567,0.712,0.539,0.606
YLR291C,YLR150W,0.567,0.712,0.539,0.606
YLR291C,YLR151C,0.335,0.602,0.311,0.416
YLR291C,YLR151C,0.335,0.602,0.311,0.416
YLR291C,YLR163C,0.427,0.51,0.393,0.44333333333333336
YLR291C,YLR163C,0.427,0.51,0.393,0.44333333333333336
YLR291C,YLR164W,0.401,0.598,0.478,0.4923333333333333
YLR291C,YLR164W,0.401,0.598,0.478,0.4923333333333333
YLR291C,YLR119W,0.451,0.651,0.527,0.543
YLR291C,YLR119W,0.451,0.651,0.527,0.543
YLR291C,YLR120C,0.377,0.4,0.177,0.318
YLR291C,YLR120C,0.377,0.4,0.177,0.318
YLR291C,YLR128W,0.472,0.547,0.547,0.5220000000000001
YLR291C,YLR128W,0.472,0.547,0.547,0.5220000000000001
YLR291C,YLR129W,0.312,0.571,0.878,0.5870000000000001
YLR291C,YLR129W,0.312,0.571,0.878,0.5870000000000001
YLR291C,YLR130C,0.306,0.619,0.235,0.3866666666666667
YLR291C,YLR130C,0.306,0.619,0.235,0.3866666666666667
YLR291C,YLR131C,0.514,0.382,0.543,0.4796666666666667
YLR291C,YLR131C,0.514,0.382,0.543,0.4796666666666667
YLR291C,YLR132C,0.377,0.563,0.22,0.38666666666666666
YLR291C,YLR132C,0.377,0.563,0.22,0.38666666666666666
YLR291C,YLR135W,0.428,0.606,0.445,0.49300000000000005
YLR291C,YLR135W,0.428,0.606,0.445,0.49300000000000005
YLR291C,YLR166C,0.32,0.654,0.461,0.47833333333333333
YLR291C,YLR166C,0.32,0.654,0.461,0.47833333333333333
YLR291C,YLR253W,0.303,0.493,0.414,0.4033333333333333
YLR291C,YLR253W,0.303,0.493,0.414,0.4033333333333333
YLR291C,YLR254C,0.296,0.624,0.46,0.45999999999999996
YLR291C,YLR254C,0.296,0.624,0.46,0.45999999999999996
YLR291C,YLR258W,0.37,0.735,0.292,0.4656666666666667
YLR291C,YLR258W,0.37,0.735,0.292,0.4656666666666667
YLR291C,YLR259C,0.433,0.667,0.532,0.544
YLR291C,YLR259C,0.433,0.667,0.532,0.544
YLR291C,YLR260W,0.374,0.64,0.283,0.4323333333333333
YLR291C,YLR260W,0.374,0.64,0.283,0.4323333333333333
YLR291C,YLR284C,0.28,0.496,0.323,0.36633333333333334
YLR291C,YLR284C,0.28,0.496,0.323,0.36633333333333334
YLR291C,YLR286C,0.403,0.442,0.307,0.38399999999999995
YLR291C,YLR286C,0.403,0.442,0.307,0.38399999999999995
YLR291C,YLR288C,0.447,0.467,0.498,0.4706666666666666
YLR291C,YLR288C,0.447,0.467,0.498,0.4706666666666666
YLR291C,YLR289W,0.532,0.685,0.485,0.5673333333333334
YLR291C,YLR289W,0.532,0.685,0.485,0.5673333333333334
YLR291C,YLR291C,1,1,1,1
YLR291C,YLR291C,1,1,1,1
